,,,,intercept,stiffness,MSE,R2,inverted
TF15,ipsilateral,0.254,ERP,0.0854748270333453,5.005967707539642,9.93910069915308e-05,0.9996295808751889,False
TF15,ipsilateral,0.254,LRP,-0.1888861846393285,6.18273767950128,0.0001721713782425179,0.9993421261371194,False
TF15,ipsilateral,0.317,CP,-0.07870528110220885,1.895775438172443,6.096008009173632e-05,0.960046698393655,False
TF15,ipsilateral,0.317,ERP,0.07965234407216149,4.893069084687809,0.0003054232680114184,0.9990245057632116,False
TF15,ipsilateral,0.317,LRP,-0.22230082970479004,6.2017222976618935,0.0002486356555834377,0.9992075523724124,False
TF15,ipsilateral,0.381,CP,-0.14049187725501822,1.4662532860966941,3.4732469178946344e-05,0.9700955391423183,False
TF15,ipsilateral,0.381,ERP,0.062038229492942756,4.463624258269874,2.7206316045289935e-05,0.999435966647289,False
TF15,ipsilateral,0.381,LRP,-0.024395159499738917,5.1828946461679966,0.0004235818135043911,0.9965730115975929,False
TF15,ipsilateral,0.444,CP,0.04387296654491579,4.771775355769267,0.004368918869758159,0.9899694986670853,False
TF15,ipsilateral,0.444,ERP,-0.3343903192969979,6.43479779335963,0.0010457366216863723,0.9975848074996548,False
TF15,ipsilateral,0.444,LRP,0.061471479968695675,0.13021075292409945,1.068812181733494e-06,0.5579163581371751,True
TF15,contralateral,0.19,CP,-0.05867425530106625,0.9522803176116638,5.094629861547539e-05,0.9642388597604988,False
TF15,contralateral,0.19,ERP,0.37490009363158805,5.083476094654384,0.0016478244504120217,0.9630237363008107,False
TF15,contralateral,0.19,LRP,0.47228584449505595,4.798267718457014,9.41836448548538e-05,0.9984315711751115,False
TF15,contralateral,0.19,DP,0.6183620368199162,3.236030829405997,0.0023647017507375796,0.9841348120931663,False
TF15,contralateral,0.254,CP,-0.06592862245487967,0.916006579590605,2.3934492226878677e-05,0.9845160118125968,False
TF15,contralateral,0.254,ERP,0.42676885336452836,5.077501712716394,0.001545875078132791,0.9749698206881111,False
TF15,contralateral,0.254,LRP,0.475415194537289,6.4211896405940525,6.023729015013031e-05,0.9993426038710337,False
TF15,contralateral,0.254,DP,0.7870817137099048,3.730808836495058,0.00398759479707688,0.9847721754210742,False
TF15,contralateral,0.317,CP,-0.09220986692161504,0.7932329990692488,7.051976540433844e-05,0.9456444558261289,False
TF15,contralateral,0.317,ERP,0.47355751893357073,5.3324641713545,0.0015296667965211115,0.982207109135106,False
TF15,contralateral,0.317,LRP,0.3633371412142743,9.147006353332799,0.0011906218086437893,0.9903220276357676,False
TF15,contralateral,0.317,DP,1.1862405396467748,3.8996238998665564,0.0030892301145888537,0.9923690165487223,False
TF15,contralateral,0.381,CP,-0.1476736633495051,0.7024841201308559,0.00025695132512648276,0.8393221676616351,False
TF15,contralateral,0.381,ERP,0.5915533900072727,5.178593998070257,0.00025795761504765165,0.9967467397674069,False
TF15,contralateral,0.381,LRP,0.5338829467487651,11.806949055715435,0.0009101844413351587,0.9913438713321041,False
TF15,contralateral,0.381,DP,1.6007564615092453,4.028681693103923,0.002844850636121794,0.9943408375445203,False
TF15,contralateral,0.444,CP,-0.17142314938554382,0.6161489923857033,0.0004217962266025508,0.7097612805236834,False
TF15,contralateral,0.444,ERP,0.6319569820299784,5.265786304173577,0.0001525194223522419,0.9981312120287298,False
TF15,contralateral,0.444,LRP,0.7298400329754079,14.743472879913751,0.003195896204272304,0.9861227143862865,False
TF15,contralateral,0.444,DP,1.875029222811256,4.315756068443114,0.0021509805818526314,0.9966683743116931,False
TF16,ipsilateral,0.188,CP,-0.02946712248381713,1.1108759240183428,3.0952157145297734e-06,0.9885518427657337,False
TF16,ipsilateral,0.188,ERP,0.17236041782325495,5.393105532062322,0.005983678728057053,0.9691891725051401,False
TF16,ipsilateral,0.188,LRP,-0.12781802254698393,5.06575962653975,0.004904648026903796,0.9726689777655796,False
TF16,ipsilateral,0.25,CP,-0.08167085369317306,0.40545145982041664,6.911454808315254e-05,0.4119913183771997,False
TF16,ipsilateral,0.25,ERP,0.1900755724980463,5.016522178552694,0.008004692820250587,0.9645880431789744,False
TF16,ipsilateral,0.25,LRP,-0.11188731543794905,4.977200904525375,0.002400489537631301,0.9897981117210854,False
TF16,ipsilateral,0.313,CP,-0.08524269352452998,0.4045208110120082,0.0001149688005844273,0.37826624422403365,False
TF16,ipsilateral,0.313,ERP,0.2705197596053319,4.457150736689978,0.008075943104908305,0.965343634940067,False
TF16,ipsilateral,0.313,LRP,-0.09988555850502062,4.8694677294782505,0.0017762789004568977,0.9936725259339001,False
TF16,ipsilateral,0.376,CP,-0.10035865380063631,0.34145515639774826,0.0002763452457103265,0.18251489822541933,False
TF16,ipsilateral,0.376,ERP,0.3142870663228422,4.077524391810587,0.007993277544361278,0.9661689864120783,False
TF16,ipsilateral,0.376,LRP,-0.08384541216705094,4.725657924592281,0.0014814469894087634,0.9943238399857176,False
TF16,ipsilateral,0.438,CP,-0.13164418727644311,0.17383974940296265,0.00020409842335138617,0.07022082606689817,False
TF16,ipsilateral,0.438,ERP,0.2673604770614678,3.922502888356286,0.007071845067891072,0.9708336179652517,False
TF16,ipsilateral,0.438,LRP,-0.1602297130083214,4.671965767043607,0.0011050792482566083,0.9954032608568987,False
TF16,contralateral,0.188,CP,-0.015077578885610114,0.7296686806737255,2.556147939201911e-06,0.9969211258027454,False
TF16,contralateral,0.188,ERP,0.38551296750398134,4.191070578454524,0.00020685848334492838,0.9795482094702006,False
TF16,contralateral,0.188,LRP,0.5737882311460406,5.584044409032719,0.001789438411440969,0.9800658115043965,False
TF16,contralateral,0.188,DP,0.693215066199069,3.034343573921513,0.003429528868669843,0.9783536363622953,False
TF16,contralateral,0.25,CP,-0.050559949162588026,0.5304022371424725,3.485367737603347e-05,0.935892386764265,False
TF16,contralateral,0.25,ERP,0.683082458759853,6.7556780026082235,0.002732102895428368,0.9601872877643017,False
TF16,contralateral,0.25,LRP,0.7820908218460474,5.818630171883666,4.7514129100031154e-05,0.9987209099950164,False
TF16,contralateral,0.25,DP,0.9814727307333929,3.2757570932945868,0.0036900884570911273,0.9841919241023349,False
TF16,contralateral,0.313,CP,-0.07118518466081739,0.35239505627474516,7.820669875737853e-05,0.7610115865190485,False
TF16,contralateral,0.313,ERP,0.4333179328746818,3.961353962209762,0.00038761108817534056,0.9695937836506647,False
TF16,contralateral,0.313,LRP,0.8144306922972666,8.712789057236392,0.0007376846042177534,0.9934963878736685,False
TF16,contralateral,0.313,DP,1.158752053894036,3.4840231467078455,0.0023632057148365274,0.9908381508657546,False
TF16,contralateral,0.376,CP,-0.184835012115292,-0.221627121878513,0.0008840980833441291,0.11052887711524384,False
TF16,contralateral,0.376,ERP,0.34575659140301007,3.01011602731587,0.00034436158620895036,0.9667776500798905,False
TF16,contralateral,0.376,LRP,0.7619404615831716,9.691077686874747,0.0002175057705619519,0.9983392010890495,False
TF16,contralateral,0.376,DP,1.3100899351949788,3.4073652758713777,0.0017739730882280105,0.9935312398064192,False
TF16,contralateral,0.438,CP,-0.20000248934848044,-0.42896692580205303,0.0009403521646543224,0.29854333000132993,False
TF16,contralateral,0.438,ERP,0.342962306307709,2.886606996563817,0.00020268673136843816,0.9763419924605524,False
TF16,contralateral,0.438,LRP,0.7173425021460399,9.746310068563902,0.0011287187660682164,0.9918205841542027,False
TF16,contralateral,0.438,DP,1.4657095857680968,3.5177617863788124,0.007812239180576517,0.975442611172015,False
TF17,ipsilateral,0.182,CP,-0.06306699973554648,0.9396138414182944,2.1040202180072866e-05,0.8850455186277464,False
TF17,ipsilateral,0.182,ERP,-0.06555566670673496,4.879701897687548,0.0028210557199258865,0.9841499392768205,False
TF17,ipsilateral,0.182,LRP,-0.361600600546339,5.8666394440821605,0.00783450208005728,0.9535666026184095,False
TF17,ipsilateral,0.243,CP,-0.05874628581157874,0.9138116169134476,1.774494705043655e-05,0.9252404343211567,False
TF17,ipsilateral,0.243,ERP,-0.07422655368015363,4.6984437197113325,0.00455763444231612,0.978504525043456,False
TF17,ipsilateral,0.243,LRP,-0.46036431568416847,6.151869834369752,0.007312863553617829,0.9689697922671616,False
TF17,ipsilateral,0.304,CP,-0.10002431959481055,0.8133360711595907,0.00010527785711283683,0.6716616214479474,False
TF17,ipsilateral,0.304,ERP,-0.06804137024299162,4.533936574848742,0.006811124152692694,0.9718066192921371,False
TF17,ipsilateral,0.304,LRP,-0.5245748929537692,6.288037749776078,0.007093464803060177,0.9761271999885899,False
TF17,ipsilateral,0.365,CP,-0.14217848483267045,1.0406355581289513,0.0004222565688136282,0.5162117871551167,False
TF17,ipsilateral,0.365,ERP,-0.051252830014870576,4.379412552561176,0.008705452246038418,0.9672055086327849,False
TF17,ipsilateral,0.365,LRP,-0.5009488386086032,6.092345873559461,0.0036497500362152615,0.9900612113104446,False
TF17,ipsilateral,0.425,CP,-0.15212140663826015,1.0368097531031526,0.0005688095269973892,0.5015060924926678,False
TF17,ipsilateral,0.425,ERP,-0.04201155468756834,4.08832622870324,0.013872989998578337,0.9504030836026593,False
TF17,ipsilateral,0.425,LRP,-0.6247018759105064,6.221133211671315,0.003907943563493525,0.9896340046609122,False
TF17,contralateral,0.182,CP,0.005894859069909636,1.0241456880123012,9.33045469428807e-06,0.9844266307280499,False
TF17,contralateral,0.182,ERP,0.2190514780236491,4.8524048274503055,0.0014566284494051773,0.9657016595048618,False
TF17,contralateral,0.182,LRP,0.08004533124604463,6.836885381219626,0.0010807681352940923,0.9815655973364671,False
TF17,contralateral,0.182,DP,0.7608735593179681,2.5263921187811964,0.004061254216887069,0.9812031782356655,False
TF17,contralateral,0.243,CP,-0.03966478278604345,0.59080612419018,7.566456907362873e-05,0.7916853000319459,False
TF17,contralateral,0.243,ERP,0.29479864860908345,5.944967447688105,0.005002785107734217,0.9561039109287863,False
TF17,contralateral,0.243,LRP,-0.03321173512380615,9.687661759488991,1.7987081882425308e-05,0.9992649374730327,False
TF17,contralateral,0.243,DP,0.9814126020161454,2.8159412246887032,0.0036354311868684094,0.9878974891669073,False
TF17,contralateral,0.304,CP,-0.04535923924259675,0.5364963973776266,6.210823107479756e-05,0.8075537323033641,False
TF17,contralateral,0.304,ERP,0.3245513269992636,6.175280896615825,0.008690352678682019,0.9396134509900996,False
TF17,contralateral,0.304,LRP,-0.23751518344489186,12.303782812305306,0.0003649611157590357,0.990452482520103,False
TF17,contralateral,0.304,DP,1.1737206140892347,3.207047400042649,0.0043344745756738285,0.989150181393084,False
TF17,contralateral,0.365,CP,-0.12223430549546851,0.08603491674861996,0.00046826590648895377,0.015134444570102712,False
TF17,contralateral,0.365,ERP,0.3838840587689209,6.18215048910755,0.0105517720602661,0.923245369912028,False
TF17,contralateral,0.365,LRP,-0.21148893460660978,14.472373519329132,0.0019456461722324406,0.9659384688516932,False
TF17,contralateral,0.365,DP,1.4296358272398755,3.539770851457361,0.00364059182673566,0.9926081854107994,False
TF17,contralateral,0.425,CP,-0.13218681978402505,-0.07982106751637583,0.00044540729565931554,0.016020567173738676,False
TF17,contralateral,0.425,ERP,0.400702755016119,5.479239444783751,0.008524472163656737,0.9346048810596785,False
TF17,contralateral,0.425,LRP,-0.5953717859212047,18.11569154341981,0.003814377619461773,0.9622100148210321,False
TF17,contralateral,0.425,DP,1.595663692908625,4.013371805607435,0.005308868318833992,0.9914152898680232,False
TF18,ipsilateral,0.128,CP,-0.025994161303013075,-0.1957845851979971,0.00015444979458482103,0.04922523870036066,False
TF18,ipsilateral,0.128,ERP,0.39131428532352996,5.5267194771885135,0.0019197170222737144,0.9817007884658098,False
TF18,ipsilateral,0.128,LRP,-0.34715413929594835,9.223435799428083,0.0005878172780760674,0.994937238724338,False
TF18,ipsilateral,0.16,CP,-0.03838202530680766,-0.30691349827861664,0.00013208947060743546,0.15303036650226687,False
TF18,ipsilateral,0.16,ERP,0.3911131996353572,5.4837558346924755,0.0011400876077953892,0.9909512964142768,False
TF18,ipsilateral,0.16,LRP,-0.35941065896148566,9.074092533248052,0.00039159375137433995,0.9974467095500744,False
TF18,ipsilateral,0.192,CP,-0.03253205440956548,0.221494649675109,3.410994676476232e-05,0.3261060127900466,False
TF18,ipsilateral,0.192,ERP,0.408725641454278,5.354544471863694,0.0016066466057144129,0.9891885365966051,False
TF18,ipsilateral,0.192,LRP,-0.39435363710173854,9.234027691459454,0.00023992539071525598,0.9986563222365888,False
TF18,ipsilateral,0.223,CP,-0.04159672885168406,0.18821840665007228,3.238276064611022e-05,0.3011403085977338,False
TF18,ipsilateral,0.223,ERP,0.39505575779416713,5.314340414201543,0.0012793553566466346,0.9922685087173063,False
TF18,ipsilateral,0.223,LRP,-0.4275784633946372,9.109428223999862,0.0010815488759394146,0.9938646613625242,False
TF18,ipsilateral,0.255,CP,-0.051100578835876716,0.02392202019884898,5.658911106597714e-05,0.004056185742126739,False
TF18,ipsilateral,0.255,ERP,0.3800844401485371,5.237473157105146,0.0011034485385325785,0.994045767439825,False
TF18,ipsilateral,0.255,LRP,-0.4684307171960344,9.079659649154298,0.0001037026775172095,0.9995721334788261,False
TF18,contralateral,0.128,CP,-0.01071849785710309,0.13490691073119024,3.452478003465959e-05,0.40351963662892676,False
TF18,contralateral,0.128,ERP,0.35554195591746063,3.3630818342370095,0.00014028766736102184,0.9777307487822704,False
TF18,contralateral,0.128,LRP,0.3593219669713551,3.6485231042995347,0.00032603890931046754,0.9927895406456871,False
TF18,contralateral,0.128,DP,0.3882684358692621,2.7594648007739964,0.0013227813945762884,0.984060590901422,False
TF18,contralateral,0.16,CP,-0.0064768419107579765,0.19752578912100735,3.0322005358062378e-05,0.7128691404674206,False
TF18,contralateral,0.16,ERP,0.3315923283143172,2.5804412531996106,5.6099381601398775e-05,0.9892699761683645,False
TF18,contralateral,0.16,LRP,0.3324730081662498,3.4456716133018475,0.0008053958484042963,0.9859995119548771,False
TF18,contralateral,0.16,DP,0.3815448032298926,2.7838031827449634,0.001929398059228122,0.9821280682561426,False
TF18,contralateral,0.192,CP,-0.011137924614285172,0.42632474023118117,0.00014648666498915053,0.7718270573226814,False
TF18,contralateral,0.192,ERP,0.38404211812303335,2.7211074197943814,7.687582307451806e-05,0.9948231858880806,False
TF18,contralateral,0.192,LRP,0.3754182977648075,3.4386211646139744,3.791342529416447e-05,0.9974798746349539,False
TF18,contralateral,0.192,DP,0.2821570327171592,4.2732058803695345,1.4874294064752827e-05,0.9987886165852581,False
TF18,contralateral,0.223,CP,-0.02206365391129183,0.3739815991969541,0.00031150535206284004,0.6942716214392538,False
TF18,contralateral,0.223,ERP,0.5796445253479625,3.040581585774096,5.1927820610896664e-05,0.9971392247449514,False
TF18,contralateral,0.223,LRP,0.6000809802796149,4.175707222047316,0.00027436533130561233,0.9958202417885206,False
TF18,contralateral,0.223,DP,0.7545071212449221,3.1161066635868444,0.0030682705074774816,0.9849922884300067,False
TF18,contralateral,0.255,CP,-0.031045556827775093,0.3343743837364629,0.00039078069106085055,0.6778080749190747,False
TF18,contralateral,0.255,ERP,0.7283325274928643,3.0010360199785886,0.00017516818185260246,0.9895029667779506,False
TF18,contralateral,0.255,LRP,0.798288133109152,4.294816107089338,0.0008423964169334608,0.9880502409527562,False
TF18,contralateral,0.255,DP,0.9956023510037888,2.919691667143252,0.0012588041087281798,0.9938091302939789,False
TF19,ipsilateral,0.199,CP,-0.03835724184439539,0.012978229697656128,1.1759002965518632e-05,0.004713229170844269,False
TF19,ipsilateral,0.199,ERP,0.24041724617969412,3.373784379579603,0.004356236875123107,0.9728457449126845,False
TF19,ipsilateral,0.199,LRP,-0.11162656930384479,3.6106908242264,0.0021235851384292233,0.9867758604525373,False
TF19,ipsilateral,0.266,CP,-0.058582399458561335,-0.03906499213138897,1.8498827813832766e-05,0.02908750606057986,False
TF19,ipsilateral,0.266,ERP,0.2240007045375368,3.1483412443781686,0.0027847087102823086,0.9854344383630833,False
TF19,ipsilateral,0.266,LRP,-0.19106259553638366,3.718972053157626,0.0029572883025285658,0.9863610686788861,False
TF19,ipsilateral,0.332,CP,-0.06723281216552372,-0.12852649017202372,2.3638913304255096e-05,0.3135175052054783,False
TF19,ipsilateral,0.332,ERP,0.2955846577406968,3.023001521555639,0.0014166990892082025,0.9931962509416112,False
TF19,ipsilateral,0.332,LRP,-0.16048158109548832,3.852834713783922,0.0026188883272342607,0.9900984484266573,False
TF19,ipsilateral,0.398,CP,-0.10425464619894324,-0.5243865412908565,7.186763519845011e-05,0.6809919071743624,False
TF19,ipsilateral,0.398,ERP,0.2941515021948566,2.9913394745593647,0.0011362634861638782,0.9951340866459317,False
TF19,ipsilateral,0.398,LRP,-0.1148929631108121,3.7732729972519112,0.0011232236406836123,0.9963459966679487,False
TF19,ipsilateral,0.465,CP,-0.12197078186106915,-0.5320651193806456,0.00018779195620781175,0.6456509477572152,False
TF19,ipsilateral,0.465,ERP,0.30879192145525053,2.858379620832839,0.0007633479414322025,0.9970967978844496,False
TF19,ipsilateral,0.465,LRP,-0.1600535647079384,3.734839040729528,0.0005593815328766737,0.9983769047212879,False
TF19,contralateral,0.199,CP,-0.013194738665278052,0.6385013405981413,5.883007707954131e-06,0.9880355255854549,False
TF19,contralateral,0.199,ERP,0.33368855058247987,4.305904208825873,0.001491152014708223,0.9654484009377547,False
TF19,contralateral,0.199,LRP,0.47884006649666516,3.027679602709096,7.020508413576412e-05,0.9979730128726753,False
TF19,contralateral,0.199,DP,0.34695349729536634,2.9891738040100555,0.0031083919203174545,0.9784443075513208,False
TF19,contralateral,0.266,CP,-0.034546266622984996,0.6704550528310382,1.3935507341956176e-05,0.9808918384854222,False
TF19,contralateral,0.266,ERP,0.360028435849364,4.057255805389168,0.0010272971707023441,0.9776598117702872,False
TF19,contralateral,0.266,LRP,0.3627689930208666,4.472255084315158,0.0012328877319985499,0.9832832021749361,False
TF19,contralateral,0.266,DP,0.5966205902127945,3.433275501545469,0.0026579272775764124,0.9892997919103651,False
TF19,contralateral,0.332,CP,-0.03963162451826257,0.6026084433626672,2.753193577590933e-05,0.961366485048803,False
TF19,contralateral,0.332,ERP,0.4141528697153329,3.953744354228288,0.0003378095363611221,0.9925180908779079,False
TF19,contralateral,0.332,LRP,0.32616641075316277,5.966865887536262,0.001866109650885036,0.9808022402303139,False
TF19,contralateral,0.332,DP,0.9048771722619248,3.658089966125077,0.0006440748905115959,0.9980068830362195,False
TF19,contralateral,0.398,CP,-0.0904967502218454,0.4877528764839254,0.00012477755634266797,0.8106783263674392,False
TF19,contralateral,0.398,ERP,0.4299719326011895,3.8384234749363917,0.00014727130206660812,0.9974233794455343,False
TF19,contralateral,0.398,LRP,0.16071176628933193,8.703805612378709,0.001448611356350846,0.9871805080814844,False
TF19,contralateral,0.398,DP,1.198115042702113,3.8647357259089627,0.0016996559069358851,0.9957707964793299,False
TF19,contralateral,0.465,CP,-0.08932185235863915,0.2848304698769621,0.0001828219505964799,0.5185286968411791,False
TF19,contralateral,0.465,ERP,0.5419899413403109,4.01298500327916,8.362216857803153e-05,0.998628802280094,False
TF19,contralateral,0.465,LRP,0.1356063308822374,12.772325996603557,0.0016522805679685428,0.9864734653917255,False
TF19,contralateral,0.465,DP,1.5132522819132848,4.163537612488778,0.003479946639829709,0.9925369081016843,False
TF20,ipsilateral,0.126,CP,-0.014834034450699696,2.352833475155383,1.9992466236054458e-05,0.9960293311488939,False
TF20,ipsilateral,0.126,ERP,0.2911045527613296,5.2218049240949815,0.0004035203361966809,0.9938342300028775,False
TF20,ipsilateral,0.126,LRP,-0.2325068699626918,10.598103574344094,0.001806472440785763,0.9228508234614003,False
TF20,ipsilateral,0.157,CP,-0.022802272980244342,2.246899268231373,3.995742520879797e-05,0.991445693278255,False
TF20,ipsilateral,0.157,ERP,0.3177602632961829,5.3357578126449345,0.0005925352085586742,0.9928676194313807,False
TF20,ipsilateral,0.157,LRP,-0.18229325386064146,8.929904864794123,0.0017877741385740886,0.9483099160024662,False
TF20,ipsilateral,0.189,CP,-0.020748680331597186,2.3012617142638616,7.381314256194377e-05,0.985517947395522,False
TF20,ipsilateral,0.189,ERP,0.3334606309736594,5.624068248556869,0.0005718129411077306,0.9953188587355607,False
TF20,ipsilateral,0.189,LRP,-0.2327268030091645,9.156359427312108,0.001522304523325464,0.9711215607822503,False
TF20,ipsilateral,0.22,CP,-0.03256398907520794,2.4162786877488305,0.0001070049256987526,0.9811975001887225,False
TF20,ipsilateral,0.22,ERP,0.28622863584395486,5.9423680599176425,0.0007140583380326168,0.9956830308583213,False
TF20,ipsilateral,0.22,LRP,-0.4309571544153671,10.186888631025834,0.0015122104300131327,0.9849798412467164,False
TF20,ipsilateral,0.252,CP,-0.04182899876352744,2.382648166416072,9.404772920854145e-05,0.984879354772226,False
TF20,ipsilateral,0.252,ERP,0.16063749262322094,4.121914382575263,0.000126377806122826,0.9858258665845414,False
TF20,ipsilateral,0.252,LRP,0.28115856623188334,6.265301752857198,0.0005507279991676747,0.996293487322928,False
TF20,contralateral,0.126,CP,-0.04806136042085894,0.3210247393816014,0.0015609788114024617,0.25952204149438207,False
TF20,contralateral,0.126,ERP,2.196425555818842,9.560764199519598,0.0020859758372778546,0.9505590048404706,False
TF20,contralateral,0.126,LRP,1.1067833844373978,2.3723479368345157,0.0007502454693869652,0.9627299982098688,False
TF20,contralateral,0.126,DP,0.7475666309788062,4.020820321588337,0.0024934521814618795,0.97838721407943,False
TF20,contralateral,0.157,CP,-0.03897818858236741,0.4022141862239136,0.0014297412775713283,0.4379755006955176,False
TF20,contralateral,0.157,ERP,2.573848133725411,10.155428743146032,0.0014307445480897603,0.9718621619019419,False
TF20,contralateral,0.157,LRP,1.2938299395413408,2.4630614405222664,0.0013608817394259393,0.9374041150518139,False
TF20,contralateral,0.157,DP,0.9658493712779115,4.34962139469412,0.0028839657382963755,0.9813814599651642,False
TF20,contralateral,0.189,CP,-0.04435224133240413,0.3433846795556203,0.0020241461087313634,0.34620345495510774,False
TF20,contralateral,0.189,ERP,2.1210583762097874,6.754108512809338,0.005340351349876498,0.9575797155673482,False
TF20,contralateral,0.189,LRP,1.5195917768257723,2.5357945119074876,8.174440026390335e-06,0.9871998666033074,False
TF20,contralateral,0.189,DP,1.4481959410389056,4.505107145904443,0.03040400782796062,0.8504792561500393,False
TF20,contralateral,0.22,CP,-0.04368712891569308,0.49046992639647324,0.0012534175728950647,0.6317669632513907,False
TF20,contralateral,0.22,ERP,1.9466035746911678,6.6017683995619665,0.0026011367069745375,0.9794395417047859,False
TF20,contralateral,0.22,LRP,1.5091926630872177,2.884149477969122,0.0007083564525996555,0.9468266446757627,False
TF20,contralateral,0.22,DP,1.3043400004315027,4.118733996643745,0.00332250418661783,0.9860480359814525,False
TF20,contralateral,0.252,CP,-0.06824291068184568,0.3195823705909536,0.0015936189789022264,0.4731043077787235,False
TF20,contralateral,0.252,ERP,2.6231378701982706,7.061174325180378,0.0025506884233284614,0.9832170599622774,False
TF20,contralateral,0.252,LRP,1.745354195898098,2.8810738853079494,0.00018195630204633715,0.9873552902801681,False
TF20,contralateral,0.252,DP,1.712063079770873,3.8476886733241806,0.0026236073854378314,0.9909849798264736,False
